ANCSIZE	ANCBOT	NAIN	NANO	NASO	NIN	NNO	NSO	T1	TS	TBOT	TDIV	T2	MaxEstLhood	MaxObsLhood	AIC	deltaL	model	MIG01	MIG02	MIG10	MIG12	MIG20	MIG21
14554	69467	24810	13591	26142	12579	78152	24826	598	7150	3788	7748	11537	-534164.158	-532509.647	2459950.8548450326	1654.5110000000568	recent_mig	5.817429999999999e-4	5.476870000000002e-4	2.05516e-4	4.0365e-4	1.60397e-4	0.001384
14159	101343	30666	47210	67057	538909	1612599	929288	98	4962	8797	5060	13857	-534799.022	-532509.647	2462874.511609989	2289.375	recent_mig	1.47527e-4	0.0027884000000000003	0.0015184	0.0033017000000000003	8.082550000000001e-4	0.0040696000000000005
141076	19538	41750	14636	31343	12636	41292	51477	9114	1779	14796	10893	25689	-535341.244	-532509.647	2465371.536198576	2831.5969999999506	recent_mig	2.1024e-4	3.2376000000000003e-4	1.0413e-4	7.501020000000001e-4	6.44641e-5	1.7569299999999999e-4
13820	63390	20879	18611	34188	10597	82867	22028	377	5973	6496	6350	12846	-534167.615	-532509.647	2459966.7749183653	1657.9679999999935	recent_mig	0.0011703	5.09861e-4	2.2036700000000004e-4	4.41563e-4	2.62298e-4	0.0020798
13607	87397	26200	38512	61410	10257	67129	10209	179	5523	7400	5702	13102	-534339.8690000001	-532509.647	2460760.033903583	1830.222000000067	recent_mig	0.0022492000000000002	2.2075800000000007e-4	4.78768e-4	3.7547800000000005e-4	7.23095e-4	0.0058159
133926	68297	75896	77362	46254	38085	212419	102252	2431	29875	300	32306	32607	-534181.91	-532509.647	2460032.605826174	1672.2630000000354	recent_mig	1.90839e-4	1.43437e-4	5.213690000000001e-5	1.55269e-4	4.1857400000000003e-5	3.11935e-4
9919	86458	19398	66541	32341	299967	1661384	716178	330	6731	6780	7061	13841	-535096.4430000001	-532509.647	2464244.185931877	2586.7960000000894	early_mig	1.36636e-4	2.33559e-4	4.5946400000000004e-5	1.54975e-4	2.33829e-5	5.02825e-4
9625	83246	18834	81096	55600	338870	1736752	662391	413	5200	7081	5613	12694	-535111.296	-532509.647	2464312.5865246486	2601.648999999976	early_mig	1.9829800000000002e-4	1.70242e-4	4.814409999999999e-5	1.6582100000000002e-4	4.7371900000000006e-5	6.432640000000002e-4
7695	18000	8304	40819	61921	125418	680679	286929	104	5407	61	5511	5572	-535123.459	-532509.647	2464368.599209621	2613.8120000000345	early_mig	2.09179e-4	6.581270000000001e-4	8.895380000000002e-5	4.0794100000000004e-4	7.79592e-5	0.0011609
728631	27526	86549	54352	51432	91661	414991	284405	4403	55453	8073	59856	67929	-537096.762	-532509.647	2473455.995353142	4587.114999999991	early_mig	0.007530299999999999	0.0010155000000000001	5.635290000000001e-5	6.200400000000001e-5	0.0060366	0.0059872
716418	12409	39060	75260	68012	375743	1019696	936220	178	29428	6382	29606	35988	-535496.225	-532509.647	2466085.250079171	2986.5779999999795	early_mig	1.11988e-4	4.42152e-5	4.10033e-5	2.69428e-4	5.3067200000000006e-5	1.3049400000000001e-4
6750	91784	9576	42444	19472	383660	2557983	982122	1259	2313	15193	3572	18765	-535129.671	-532509.647	2464397.206526816	2620.023999999976	early_mig	2.1246200000000004e-4	5.38918e-4	6.70159e-5	2.3133900000000003e-4	1.7543700000000003e-5	0.0010096999999999999
615423	13284	31900	31804	55588	283729	1116908	767867	620	33547	9159	34166	43326	-535413.0510000001	-532509.647	2465702.219654122	2903.404000000097	early_mig	6.90958e-5	1.2926500000000002e-4	5.3291499999999996e-5	1.8521500000000002e-4	2.61568e-5	2.1818200000000003e-4
58294	70880	50058	14719	44296	138434	607187	348300	10	25775	7516	25784	33301	-535090.7699999999	-532509.647	2464218.0608014106	2581.122999999905	early_mig	6.488250000000001e-5	6.779260000000002e-5	2.2962200000000002e-5	9.288419999999999e-5	2.1208400000000002e-5	1.48826e-4
481506	14971	96201	50058	28530	28703	131658	87411	1393	17301	2467	18694	21161	-537157.522	-532509.647	2473735.805493642	4647.875	early_mig	1.0295899999999999e-4	4.0789099999999996e-4	0.007605	0.0049922	0.0085419	0.0073686
4651	82146	7841	34458	18811	285396	1565893	893798	841	1776	10082	2617	12700	-535146.102	-532509.647	2464472.874078142	2636.454999999958	early_mig	2.2393300000000003e-4	7.29554e-4	1.29162e-4	5.45724e-4	3.1527300000000006e-5	9.365130000000003e-4
4276	71732	8643	40156	13268	278158	1570053	797245	478	2189	7262	2667	9929	-535048.542	-532509.647	2464023.593674797	2538.8950000000186	early_mig	3.876439999999999e-4	4.5018500000000003e-4	9.17706e-5	3.72147e-4	6.79391e-5	8.582980000000002e-4
417727	9229	87531	22152	64433	35425	169478	113726	1724	15605	14	17330	17344	-536950.0819999999	-532509.647	2472780.508990261	4440.4349999999395	early_mig	0.0010531	0.0024753	0.007677	0.0024122	0.009440399999999998	0.007488900000000001
4106	72733	8015	72004	30924	352249	1720379	1306324	450	1962	7909	2412	10321	-535126.011	-532509.647	2464380.351603936	2616.3640000000596	early_mig	7.88762e-4	1.31946e-4	5.539680000000001e-5	7.360909999999999e-4	1.18922e-4	5.450740000000001e-4
39362	35553	36202	53771	55317	30878	142951	96988	1435	13363	5579	14799	20378	-536952.449	-532509.647	2472791.4094280913	4442.802000000025	early_mig	0.0045852	0.0068995	0.0062327	0.0016074	0.015413999999999999	0.0061015
34743	188255	52371	18811	52506	120176	626928	383227	5930	2585	30898	8515	39412	-536782.696	-532509.647	2472009.667973509	4273.048999999999	early_mig	0.0011491000000000001	0.0049905999999999996	0.0076652	0.0031803	0.004975199999999999	0.005299
330985	19862	64462	50170	37045	151913	959817	97442	19	32237	140	32256	32396	-535282.011	-532509.647	2465098.75815295	2772.3640000000596	early_mig	9.26129e-5	7.217079999999999e-6	1.2516599999999998e-5	6.49732e-6	7.5944e-5	6.974250000000001e-4
32306	68329	35028	33561	76403	87166	434778	253703	13	16121	6798	16135	22932	-535105.2769999999	-532509.647	2464284.8680052985	2595.6299999998882	early_mig	9.910660000000001e-5	9.90335e-5	2.63065e-5	1.26264e-4	1.3343900000000001e-5	1.8187500000000002e-4
32171	123333	71949	7936	62289	47826	241324	155660	2301	55	18156	2356	20512	-536934.3570000001	-532509.647	2472708.0926890867	4424.710000000079	early_mig	0.0018058	0.0050731000000000005	0.0036006	0.005905	0.005926	0.0041992
29444	253080	37956	82722	56846	183511	885740	575587	8757	6122	44451	14879	59330	-536700.424	-532509.647	2471630.7914119675	4190.777000000002	early_mig	0.0031622	0.007161000000000001	0.0010299	0.0043093	0.0028832000000000003	0.0029758
29393	181540	34925	45469	53057	147487	816836	462999	7190	4022	35204	11212	46416	-536745.519	-532509.647	2471838.4615615048	4235.871999999974	early_mig	0.0019242	0.0059854999999999995	0.0043522	0.0043784	0.0019525999999999999	0.0031142
28744	86850	39777	72425	34947	175788	840804	329503	34	14771	5693	14805	20498	-535120.22	-532509.647	2464353.6830633883	2610.572999999975	early_mig	1.0528899999999999e-4	6.13303e-5	1.70304e-5	9.69753e-5	3.2572200000000006e-5	2.7206900000000005e-4
27963	155094	81156	66509	27763	48549	261356	162800	2375	2267	13989	4642	18631	-536831.625	-532509.647	2472234.9943455392	4321.978000000003	early_mig	1.81581e-4	0.0012311000000000002	0.007670499999999999	0.0083999	0.0080476	0.00543
26801	229595	74283	54407	29096	76224	375259	248665	3724	1775	20078	5499	25577	-536708.9400000001	-532509.647	2471670.0090412716	4199.293000000063	early_mig	4.6789299999999993e-4	5.710909999999999e-4	0.0092021	0.0039087	0.010672000000000001	0.0024704
26750	158896	37706	66412	86647	105296	493598	339303	4983	2294	27336	7277	34613	-536757.9310000001	-532509.647	2471895.6209338536	4248.2840000001015	early_mig	0.007154799999999999	0.0035153	0.0070366	0.00455	0.0094773	0.0033886000000000003
26087	235185	38283	70479	47642	152124	812494	453555	7425	2710	37796	10135	47931	-536690.827	-532509.647	2471586.5955936927	4181.180000000051	early_mig	0.0018811999999999998	0.0084192	0.0141421	0.0039571	0.0062418	0.0012109000000000002
24874	173351	38554	77307	84316	102048	575111	309661	4960	3165	25958	8125	34083	-536743.1719999999	-532509.647	2471827.653227078	4233.524999999907	early_mig	0.002012	0.009011699999999997	0.0072219	0.0044428	0.0071544	0.0037949
24455	184091	68803	69864	75249	57500	321667	176910	2814	2562	15398	5376	20774	-536774.149	-532509.647	2471970.3075839295	4264.501999999979	early_mig	0.0011052	0.0023593	0.007463100000000001	0.007884500000000001	0.0113771	0.004311799999999999
23206	132954	22131	58337	31068	144359	661267	463303	6877	2398	35857	9275	45132	-536708.8200000001	-532509.647	2471669.4564208495	4199.173000000068	early_mig	0.0067409	0.0024195	0.0013469	0.008929	0.0021050999999999995	0.004236599999999999
22471	218090	34315	72416	43630	148489	688766	461653	7188	2148	33092	9336	42428	-536679.112	-532509.647	2471532.646024964	4169.464999999967	early_mig	0.0063321	0.0029806	0.012003699999999999	0.0011627	0.0100401	0.0077239000000000006
22369	88678	71917	42265	62935	22671	119586	72042	1103	41	9683	1143	10827	-536936.839	-532509.647	2472719.522721488	4427.192000000039	early_mig	0.0060057999999999995	0.006174799999999999	0.0043675	0.0020544	0.0048947	0.0064195
189050	24239	85710	80569	24705	40722	206473	134723	1984	17962	24	19945	19970	-536942.314	-532509.647	2472744.7360282564	4432.667000000016	early_mig	0.0012942000000000001	0.0046247	0.0093324	0.0027968999999999997	0.0092896	0.007715499999999999
17185	133963	38458	45996	90117	57547	262338	172483	2644	1374	14092	4018	18111	-536741.1989999999	-532509.647	2471818.567226301	4231.551999999909	early_mig	0.0013938	0.0010492	0.0063212	0.0064373	0.008667999999999999	0.006654199999999999
16173	192990	22150	44693	27585	139213	733039	432950	6718	4096	30607	10814	41421	-536680.216	-532509.647	2471537.730132849	4170.569000000018	early_mig	0.0058608	0.0024444000000000002	3.1499e-4	0.0088685	0.0042838	0.0067374
16061	160361	19669	32464	38831	130619	687676	428316	6367	2281	30143	8648	38791	-536664.4839999999	-532509.647	2471465.281595483	4154.836999999941	early_mig	8.389990000000001e-4	0.0099248	0.0076659	0.006494499999999999	0.0026864	0.0019937
15767	127712	16361	33756	38495	128800	653838	386846	5972	2060	28879	8032	36911	-536659.8560000001	-532509.647	2471443.968867863	4150.209000000148	early_mig	0.004005	0.0042997999999999995	0.0034341000000000003	0.008242800000000002	0.0015999999999999999	0.0046928
15397	168221	20263	24688	67181	128788	660503	395530	6143	2448	29681	8591	38271	-536671.427	-532509.647	2471497.2552920845	4161.780000000028	early_mig	0.007109700000000001	0.0041663	0.0039453	0.008710399999999998	0.0044668	0.0012471000000000003
1497	72719	7169	16672	66159	211371	1116954	423283	91	2587	1737	2678	4415	-535061.15	-532509.647	2464081.655660502	2551.503000000026	early_mig	6.438070000000001e-4	2.97447e-4	1.25755e-4	4.83559e-4	1.39893e-4	0.0015901
14823	108858	15606	59481	54004	98765	507096	331753	4845	1581	25812	6426	32238	-536675.71	-532509.647	2471516.979235991	4166.0629999999655	early_mig	0.009222399999999999	0.0065541	0.009553699999999998	0.004855	0.005532	0.006549900000000001
14091	156574	20171	61354	62599	100432	503737	316443	4798	2851	23563	7649	31212	-536678.0580000001	-532509.647	2471527.792175588	4168.41100000008	early_mig	0.0028423999999999997	0.010440399999999999	0.0052033	0.0050279	0.0061577	0.0050835
13744	105567	18492	42145	59190	83133	439167	265585	3832	2177	19577	6009	25586	-536694.721	-532509.647	2471604.528126397	4185.074000000022	early_mig	0.0016151	0.0036458999999999997	0.0031225999999999997	0.010157699999999999	0.001922	0.0023959999999999997
12863	83208	23595	59069	76926	71987	403075	169160	15	8943	4970	8959	13929	-535108.013	-532509.647	2464297.4677509284	2598.366000000038	early_mig	1.76646e-4	1.19303e-4	2.4626300000000002e-5	1.6022600000000002e-4	4.8957e-5	3.7616200000000003e-4
12105	86941	11199	65638	29963	99826	596394	299858	4612	2079	22765	6691	29456	-536654.987	-532509.647	2471421.546294227	4145.339999999967	early_mig	0.0012280000000000001	0.0071078	0.0015778	0.0019788	0.0019755999999999997	0.0081797
11880	92373	17875	62152	65560	56385	308185	168646	2535	3780	12770	6315	19085	-536736.6630000001	-532509.647	2471797.678174338	4227.0160000000615	early_mig	0.0026177	0.0018528	0.00041630799999999995	0.0024585000000000006	0.0022731	0.0080993
11487	18509	9976	37683	45718	138862	744147	394152	145	6542	1597	6688	8285	-535090.2869999999	-532509.647	2464215.8365042107	2580.6399999998976	early_mig	4.0883300000000005e-4	2.84815e-4	7.613969999999999e-5	3.42988e-4	4.66506e-5	7.00296e-4
11298	106116	18716	61828	24860	297899	1809725	880853	908	5262	13571	6170	19741	-535155.014	-532509.647	2464513.9153548395	2645.3669999999693	early_mig	1.0007199999999999e-4	2.8897e-4	3.247110000000001e-5	1.70971e-4	4.6892e-6	4.0816100000000004e-4
11276	84098	22133	77316	65104	182547	900719	525802	80	8941	4454	9021	13475	-535092.137	-532509.647	2464224.3560690554	2582.4899999999907	early_mig	1.5740500000000003e-4	1.55488e-4	4.432500000000001e-5	1.83245e-4	1.82765e-5	3.1738000000000003e-4
10455	148662	16673	48784	77909	523888	2439124	1193483	1749	3105	20776	4853	25629	-535286.1799999999	-532509.647	2465117.9571074545	2776.5329999999376	early_mig	1.54026e-5	4.2313700000000013e-4	5.8257799999999996e-5	3.1414800000000004e-4	3.9089800000000006e-5	7.022679999999999e-4
1029	70624	1749	55927	74544	202635	1791214	903390	856	671	9483	1527	11010	-535082.304	-532509.647	2464179.0734306164	2572.6570000000065	early_mig	0.0023302	0.0021125	1.39557e-4	0.0011641000000000002	1.32152e-4	0.0028003999999999998
